#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
40,18,0.31,-5.38,0.00235,4.12e-06,Moderately soluble,-5.34,0.00259,4.54e-06,Moderately soluble,-9.22,3.42e-07,6.01e-10,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.21,1,2,0,0,0,0.55,0,0,3,4.36
20,10,0.47,-4.2,0.0168,6.28e-05,Moderately soluble,-4.39,0.0109,4.07e-05,Moderately soluble,-4.67,0.00576,2.15e-05,Moderately soluble,High,Yes,Yes,Yes,Yes,No,Yes,No,-5.23,0,0,0,0,0,0.55,0,0,1,2.54
28,12,0.26,-4.07,0.0349,8.52e-05,Moderately soluble,-4.73,0.00767,1.87e-05,Moderately soluble,-6.03,0.000381,9.29e-07,Poorly soluble,High,No,No,No,Yes,Yes,Yes,No,-6.58,0,0,0,0,0,0.55,0,0,2,2.9
23,6,0.72,-3.62,0.0769,0.000239,Soluble,-4.21,0.0199,6.2e-05,Moderately soluble,-4.07,0.0275,8.55e-05,Moderately soluble,High,Yes,No,No,Yes,No,No,No,-5.87,0,0,0,0,0,0.55,0,0,1,3.19
25,15,0.35,-4.23,0.0198,5.94e-05,Moderately soluble,-4.04,0.0306,9.2e-05,Moderately soluble,-5.18,0.00218,6.55e-06,Moderately soluble,High,Yes,Yes,Yes,No,Yes,No,Yes,-5.98,0,0,0,0,0,0.55,0,0,0,3.3
27,20,0.21,-4.95,0.00448,1.13e-05,Moderately soluble,-6.46,0.000137,3.46e-07,Poorly soluble,-7.88,5.24e-06,1.32e-08,Poorly soluble,Low,No,Yes,Yes,Yes,Yes,Yes,Yes,-5.84,0,0,0,0,0,0.55,0,0,2,3.47
31,20,0.22,-4.85,0.00604,1.41e-05,Moderately soluble,-5.13,0.00321,7.47e-06,Moderately soluble,-7.35,1.93e-05,4.5e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-6.66,0,0,0,0,0,0.55,0,0,1,4.49
49,24,0.31,-6.71,0.000135,1.96e-07,Poorly soluble,-7.71,1.36e-05,1.97e-08,Poorly soluble,-10.73,1.3e-08,1.88e-11,Insoluble,Low,No,Yes,No,Yes,Yes,No,No,-6.89,2,3,1,1,2,0.17,0,0,3,4.84
25,6,0.52,-4.36,0.0149,4.37e-05,Moderately soluble,-4.81,0.00525,1.54e-05,Moderately soluble,-6.16,0.000239,7e-07,Poorly soluble,High,Yes,Yes,No,No,Yes,No,No,-5.58,0,0,0,0,0,0.55,0,0,1,4.08
22,6,0.59,-2.71,0.588,0.00193,Soluble,-2.5,0.96,0.00315,Soluble,-2.83,0.445,0.00146,Soluble,High,Yes,No,No,No,No,Yes,No,-6.9,0,0,0,0,0,0.55,0,0,0,3.53
30,16,0.4,-3.92,0.0519,0.000121,Soluble,-4.38,0.0181,4.2e-05,Moderately soluble,-6.05,0.000384,8.91e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.34,0,0,0,0,0,0.55,1,0,1,3.82
20,11,0.42,-1.86,3.77,0.0137,Very soluble,-2.66,0.603,0.00219,Soluble,-4.71,0.00537,1.95e-05,Moderately soluble,High,No,Yes,No,No,No,No,No,-7.41,0,0,0,0,0,0.55,0,0,1,2.39
23,12,0.38,-2.39,1.37,0.00412,Soluble,-1.61,8.17,0.0246,Very soluble,-4.39,0.0135,4.06e-05,Moderately soluble,High,No,Yes,No,No,No,No,Yes,-7.99,0,0,0,0,0,0.55,0,0,0,3.43
24,18,0.06,-5.51,0.00111,3.1e-06,Moderately soluble,-7.27,1.92e-05,5.34e-08,Poorly soluble,-6.42,0.000136,3.79e-07,Poorly soluble,Low,No,No,Yes,Yes,Yes,No,No,-4.94,0,0,0,0,0,0.55,0,0,2,2.84
33,17,0.24,-5.17,0.00306,6.8e-06,Moderately soluble,-6.16,0.000312,6.92e-07,Poorly soluble,-6.63,0.000106,2.36e-07,Poorly soluble,High,No,No,Yes,Yes,Yes,No,Yes,-5.8,0,0,1,0,0,0.55,0,4,3,3.73
19,6,0.62,-3.29,0.146,0.000514,Soluble,-3.55,0.0807,0.000285,Soluble,-3.63,0.067,0.000236,Soluble,High,Yes,No,Yes,Yes,No,No,No,-6.09,0,0,0,0,0,0.55,0,0,0,2.34
20,11,0.4,-3.38,0.114,0.000421,Soluble,-3.45,0.0963,0.000355,Soluble,-4.34,0.0123,4.54e-05,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.95,0,0,0,0,0,0.55,0,1,0,2.75
25,12,0.22,-3.45,0.126,0.000354,Soluble,-3.55,0.0998,0.000281,Soluble,-5.32,0.00171,4.82e-06,Moderately soluble,High,No,No,No,No,No,No,Yes,-6.98,0,0,0,0,0,0.55,0,0,1,3.69
26,6,0.72,-2.03,3.34,0.00923,Soluble,-1.35,16.4,0.0452,Very soluble,-2.59,0.927,0.00256,Soluble,High,No,Yes,No,No,No,No,No,-8.39,0,0,0,0,0,0.55,0,0,1,3.99
31,12,0.48,-2.68,0.938,0.00211,Soluble,-2.11,3.43,0.00773,Soluble,-5.31,0.00218,4.91e-06,Moderately soluble,High,No,Yes,No,No,No,No,Yes,-8.8,0,0,0,0,0,0.55,0,0,1,4.13
27,24,0.1,-4.19,0.0227,6.38e-05,Moderately soluble,-4.22,0.0216,6.07e-05,Moderately soluble,-7.69,7.27e-06,2.05e-08,Poorly soluble,High,No,Yes,Yes,No,Yes,Yes,Yes,-6.49,0,0,0,0,0,0.55,0,0,1,2.93
37,22,0.24,-4.81,0.00776,1.56e-05,Moderately soluble,-5.36,0.00217,4.37e-06,Moderately soluble,-8.99,5.03e-07,1.01e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.88,0,2,1,0,0,0.55,0,0,2,3.37
24,11,0.47,-3.63,0.0795,0.000236,Soluble,-3.52,0.102,0.000302,Soluble,-5.53,0.00099,2.94e-06,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-6.37,0,0,0,0,0,0.55,0,0,0,3.67
27,20,0.18,-6.12,0.000282,7.55e-07,Poorly soluble,-6.89,4.81e-05,1.29e-07,Poorly soluble,-6.71,7.25e-05,1.94e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,Yes,-4.5,0,0,0,0,1,0.55,0,0,2,3.7
29,12,0.45,-4.03,0.0386,9.27e-05,Moderately soluble,-3.4,0.166,0.000398,Soluble,-5.52,0.00126,3.02e-06,Moderately soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-6.99,0,0,0,0,0,0.55,0,0,1,3.39
29,12,0.58,-4.62,0.00939,2.39e-05,Moderately soluble,-4.3,0.0196,4.99e-05,Moderately soluble,-6.0,0.000389,9.89e-07,Poorly soluble,High,Yes,Yes,No,No,No,Yes,Yes,-5.96,0,0,0,0,0,0.55,0,0,2,3.51
21,6,0.56,-3.73,0.0537,0.000187,Soluble,-4.39,0.0117,4.08e-05,Moderately soluble,-5.29,0.00147,5.14e-06,Moderately soluble,High,Yes,No,No,Yes,No,Yes,No,-5.53,0,0,0,0,0,0.55,0,0,1,3.77
20,0,0.92,-3.41,0.123,0.00039,Soluble,-4.36,0.0138,4.4e-05,Moderately soluble,-2.68,0.663,0.00211,Soluble,High,No,No,No,No,No,No,No,-6.09,0,0,0,0,0,0.55,0,0,0,5.38
29,23,0.21,-4.7,0.00764,2e-05,Moderately soluble,-4.4,0.0151,3.95e-05,Moderately soluble,-8.13,2.81e-06,7.38e-09,Poorly soluble,High,Yes,Yes,No,No,Yes,Yes,Yes,-6.11,0,0,0,0,0,0.55,0,0,2,3.84
29,15,0.5,-5.72,0.000742,1.9e-06,Moderately soluble,-6.18,0.000261,6.66e-07,Poorly soluble,-6.62,9.37e-05,2.39e-07,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,No,-4.85,0,1,0,0,1,0.55,0,0,2,3.58
24,12,0.33,-2.25,1.86,0.00567,Soluble,-1.49,10.6,0.0323,Very soluble,-5.06,0.00285,8.67e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-8.0,0,0,0,0,0,0.55,0,0,0,3.06
20,6,0.6,-2.96,0.304,0.00109,Soluble,-3.46,0.0968,0.000347,Soluble,-3.32,0.135,0.000482,Soluble,High,Yes,No,No,No,No,No,No,-6.31,0,0,0,0,0,0.55,0,0,0,3.0
19,11,0.55,-2.8,0.423,0.0016,Soluble,-3.29,0.134,0.000507,Soluble,-2.91,0.328,0.00124,Soluble,High,No,No,Yes,Yes,No,No,No,-6.61,0,0,0,0,0,0.55,0,0,0,3.13
22,5,0.87,-2.97,0.349,0.00107,Soluble,-3.14,0.237,0.000726,Soluble,-2.52,0.977,0.00299,Soluble,High,Yes,Yes,No,No,No,No,No,-6.94,0,0,0,0,0,0.55,0,0,0,4.24
31,12,0.36,-3.91,0.0554,0.000124,Soluble,-3.97,0.0482,0.000108,Soluble,-6.63,0.000105,2.36e-07,Poorly soluble,High,No,Yes,No,Yes,No,Yes,Yes,-7.38,0,0,0,0,0,0.55,0,0,1,3.71
30,5,0.75,-1.98,4.61,0.0105,Very soluble,-1.43,16.4,0.0375,Very soluble,-3.11,0.34,0.000778,Soluble,High,No,Yes,No,No,No,No,No,-9.31,0,0,0,0,0,0.55,0,0,1,4.22
19,12,0.29,-4.19,0.0161,6.4e-05,Moderately soluble,-4.5,0.00796,3.15e-05,Moderately soluble,-6.02,0.00024,9.53e-07,Poorly soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-5.0,0,0,0,0,0,0.55,0,1,1,2.62
37,17,0.25,-4.45,0.0194,3.53e-05,Moderately soluble,-5.41,0.00212,3.86e-06,Moderately soluble,-6.78,9.13e-05,1.66e-07,Poorly soluble,Low,No,No,No,No,Yes,No,Yes,-8.07,1,2,1,1,1,0.55,0,0,2,4.54
23,16,0.17,-3.43,0.115,0.000375,Soluble,-3.4,0.123,0.000399,Soluble,-5.82,0.000471,1.53e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-6.43,0,0,0,0,0,0.55,0,0,0,2.32
21,6,0.5,-3.07,0.244,0.000849,Soluble,-3.06,0.249,0.000865,Soluble,-3.52,0.0858,0.000299,Soluble,High,No,Yes,No,No,No,Yes,No,-6.58,0,0,0,0,0,0.55,0,0,0,4.52
20,5,0.67,-1.31,13.8,0.0493,Very soluble,-0.56,76.7,0.274,Very soluble,-2.67,0.596,0.00213,Soluble,High,No,Yes,No,No,No,No,No,-8.14,0,0,0,0,0,0.55,0,0,0,3.1
27,18,0.23,-4.34,0.0164,4.58e-05,Moderately soluble,-4.44,0.0131,3.65e-05,Moderately soluble,-6.83,5.27e-05,1.47e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-6.18,0,0,0,0,0,0.55,0,0,1,3.24
22,6,0.57,-2.41,1.35,0.00391,Soluble,-2.18,2.28,0.00663,Soluble,-2.87,0.463,0.00134,Soluble,High,No,No,No,No,No,No,No,-7.92,0,0,0,0,0,0.55,0,0,0,3.84
32,31,0.0,-6.63,0.0001,2.32e-07,Poorly soluble,-7.45,1.54e-05,3.55e-08,Poorly soluble,-10.71,8.39e-09,1.94e-11,Insoluble,Low,No,No,No,No,No,No,Yes,-4.81,0,1,0,1,1,0.55,0,0,2,3.48
27,6,0.61,-2.21,2.43,0.0061,Soluble,-1.8,6.27,0.0157,Very soluble,-5.55,0.00113,2.84e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-8.5,0,0,0,0,0,0.55,0,0,1,4.38
19,9,0.46,-2.96,0.304,0.0011,Soluble,-3.61,0.0676,0.000244,Soluble,-4.46,0.00962,3.47e-05,Moderately soluble,High,No,No,Yes,Yes,No,No,No,-6.59,0,0,0,0,0,0.55,0,0,0,3.7
26,0,0.88,-2.08,3.26,0.00838,Soluble,-2.43,1.45,0.00373,Soluble,-2.4,1.54,0.00395,Soluble,High,No,Yes,No,No,No,No,No,-8.21,0,0,0,0,0,0.55,0,0,2,4.0
26,21,0.06,-4.58,0.0101,2.63e-05,Moderately soluble,-5.59,0.000998,2.6e-06,Moderately soluble,-6.86,5.36e-05,1.39e-07,Poorly soluble,Low,No,No,Yes,Yes,Yes,Yes,Yes,-6.22,0,0,0,0,0,0.55,0,0,1,3.15
33,0,0.82,-5.81,0.000707,1.55e-06,Moderately soluble,-6.73,8.42e-05,1.85e-07,Poorly soluble,-4.61,0.0111,2.43e-05,Moderately soluble,High,No,Yes,No,No,Yes,No,No,-5.24,1,2,0,0,1,0.85,0,2,2,5.83
19,16,0.23,-2.33,1.19,0.00468,Soluble,-1.98,2.65,0.0104,Very soluble,-4.74,0.00465,1.83e-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,Yes,-7.23,0,0,0,0,0,0.55,0,0,0,2.91
19,5,0.4,-1.26,16.2,0.0555,Very soluble,-2.84,0.418,0.00143,Soluble,-0.36,128.0,0.439,Soluble,Low,No,No,No,No,No,No,No,-8.15,0,0,1,1,1,0.11,0,0,1,3.25
17,5,0.6,-1.92,3.09,0.0119,Very soluble,-1.56,7.19,0.0278,Very soluble,-1.99,2.64,0.0102,Soluble,High,No,No,No,No,No,No,No,-7.36,0,0,0,0,0,0.55,0,0,0,2.61
26,6,0.67,-3.25,0.204,0.000558,Soluble,-3.25,0.208,0.000567,Soluble,-3.8,0.0586,0.00016,Soluble,High,Yes,Yes,No,No,No,Yes,No,-6.99,0,0,0,0,0,0.55,0,1,1,4.16
31,18,0.3,-4.82,0.00631,1.51e-05,Moderately soluble,-5.77,0.000715,1.71e-06,Moderately soluble,-7.12,3.16e-05,7.55e-08,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.13,0,0,0,0,0,0.55,0,0,2,3.86
21,12,0.35,-3.49,0.092,0.000325,Soluble,-3.59,0.0727,0.000257,Soluble,-5.47,0.00096,3.39e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,No,-5.93,0,0,0,0,0,0.55,0,0,0,2.55
19,12,0.31,-4.47,0.00945,3.4e-05,Moderately soluble,-5.32,0.00133,4.78e-06,Moderately soluble,-5.72,0.000523,1.88e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-4.95,0,0,0,0,0,0.55,0,0,1,2.27
33,26,0.09,-5.23,0.00268,5.83e-06,Moderately soluble,-5.98,0.000484,1.05e-06,Moderately soluble,-8.52,1.39e-06,3.02e-09,Poorly soluble,High,No,No,No,Yes,No,No,No,-6.6,0,0,0,0,0,0.55,0,0,2,3.73
20,6,0.46,-2.91,0.343,0.00123,Soluble,-3.39,0.114,0.000411,Soluble,-2.04,2.51,0.00904,Soluble,High,No,No,Yes,Yes,No,No,No,-6.44,0,0,0,0,0,0.55,0,2,0,3.14
19,12,0.19,-3.14,0.186,0.000727,Soluble,-3.06,0.22,0.000862,Soluble,-5.5,0.000807,3.16e-06,Moderately soluble,High,Yes,No,Yes,Yes,No,Yes,No,-6.0,0,0,0,0,0,0.55,0,0,0,1.61
32,12,0.46,-5.98,0.000462,1.05e-06,Moderately soluble,-7.47,1.5e-05,3.41e-08,Poorly soluble,-5.44,0.0016,3.66e-06,Moderately soluble,High,No,Yes,No,No,Yes,No,Yes,-5.21,0,0,0,0,1,0.55,0,0,2,4.79
30,21,0.19,-4.65,0.00942,2.24e-05,Moderately soluble,-4.56,0.0115,2.74e-05,Moderately soluble,-6.12,0.000316,7.52e-07,Poorly soluble,High,No,No,No,Yes,Yes,No,Yes,-6.67,0,0,0,0,0,0.55,0,0,1,3.19
23,18,0.0,-4.37,0.0176,4.29e-05,Moderately soluble,-4.88,0.00539,1.31e-05,Moderately soluble,-5.4,0.00164,3.98e-06,Moderately soluble,Low,No,No,No,Yes,No,No,No,-7.08,0,0,0,1,0,0.55,0,0,1,3.14
27,24,0.06,-3.25,0.205,0.000568,Soluble,-2.68,0.751,0.00208,Soluble,-6.24,0.00021,5.82e-07,Poorly soluble,High,No,Yes,No,No,No,No,No,-7.71,0,0,0,0,0,0.55,0,0,1,2.95
51,12,0.54,-7.25,4.11e-05,5.62e-08,Poorly soluble,-8.43,2.73e-06,3.74e-09,Poorly soluble,-9.68,1.54e-07,2.1e-10,Poorly soluble,Low,No,Yes,No,No,No,No,No,-6.37,2,4,1,1,4,0.17,0,2,3,5.71
25,18,0.09,-4.56,0.00906,2.77e-05,Moderately soluble,-4.51,0.0102,3.12e-05,Moderately soluble,-7.89,4.18e-06,1.28e-08,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.57,0,0,0,0,0,0.55,0,0,1,3.02
31,11,0.67,-4.14,0.0326,7.23e-05,Moderately soluble,-4.58,0.0118,2.62e-05,Moderately soluble,-5.49,0.00145,3.22e-06,Moderately soluble,High,No,Yes,No,Yes,Yes,No,Yes,-7.27,0,0,0,0,0,0.55,0,0,1,4.79
21,17,0.17,-4.25,0.0157,5.66e-05,Moderately soluble,-3.87,0.0373,0.000134,Soluble,-5.7,0.000552,1.98e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.43,0,0,0,0,0,0.55,0,0,1,2.94
19,14,0.36,-4.39,0.011,4.05e-05,Moderately soluble,-5.1,0.00218,8.01e-06,Moderately soluble,-5.08,0.00226,8.3e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.2,0,0,0,0,0,0.55,0,0,1,3.11
22,16,0.29,-3.23,0.173,0.000588,Soluble,-2.4,1.16,0.00396,Soluble,-4.79,0.00474,1.61e-05,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-6.79,0,0,0,0,0,0.55,0,0,0,3.03
36,22,0.14,-6.12,0.000375,7.61e-07,Poorly soluble,-6.82,7.49e-05,1.52e-07,Poorly soluble,-8.2,3.14e-06,6.37e-09,Poorly soluble,High,No,No,No,Yes,Yes,No,Yes,-5.88,0,2,0,0,0,0.55,0,0,2,5.46
19,6,0.5,-1.56,7.85,0.0275,Very soluble,-1.58,7.49,0.0263,Very soluble,-3.64,0.0652,0.000229,Soluble,High,No,No,No,No,No,No,No,-7.91,0,0,0,0,0,0.55,0,0,0,2.44
29,16,0.38,-3.05,0.348,0.000883,Soluble,-2.88,0.515,0.00131,Soluble,-5.79,0.000632,1.61e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-7.84,0,0,0,0,0,0.55,0,0,1,3.47
24,15,0.24,-2.47,1.09,0.00335,Soluble,-1.99,3.35,0.0103,Very soluble,-4.75,0.00587,1.8e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.9,0,0,0,0,0,0.55,0,0,0,2.58
31,19,0.23,-4.09,0.0356,8.07e-05,Moderately soluble,-4.0,0.044,9.99e-05,Moderately soluble,-6.96,4.86e-05,1.1e-07,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-7.19,0,0,0,0,0,0.55,0,0,2,3.05
25,22,0.05,-5.33,0.00151,4.63e-06,Moderately soluble,-5.42,0.00125,3.84e-06,Moderately soluble,-8.76,5.71e-07,1.75e-09,Poorly soluble,High,Yes,Yes,Yes,Yes,No,Yes,No,-4.88,0,0,0,0,0,0.55,0,1,1,2.11
29,8,0.7,-4.14,0.0317,7.23e-05,Moderately soluble,-4.89,0.00563,1.28e-05,Moderately soluble,-4.14,0.032,7.29e-05,Moderately soluble,High,No,Yes,No,Yes,No,Yes,Yes,-7.05,0,0,0,0,0,0.55,0,0,1,4.88
23,15,0.11,-4.56,0.00906,2.77e-05,Moderately soluble,-5.27,0.00177,5.39e-06,Moderately soluble,-6.36,0.000142,4.33e-07,Poorly soluble,High,No,No,Yes,Yes,Yes,No,Yes,-5.51,0,0,0,0,0,0.55,0,1,1,2.98
23,21,0.0,-5.6,0.000761,2.51e-06,Moderately soluble,-5.77,0.000514,1.7e-06,Moderately soluble,-7.44,1.11e-05,3.65e-08,Poorly soluble,High,Yes,No,Yes,Yes,No,Yes,Yes,-4.32,0,0,0,0,1,0.55,0,0,1,2.9
29,11,0.43,-5.26,0.00234,5.55e-06,Moderately soluble,-7.13,3.13e-05,7.42e-08,Poorly soluble,-5.8,0.00066,1.57e-06,Moderately soluble,High,No,No,No,Yes,Yes,No,Yes,-5.29,0,0,0,0,1,0.55,0,0,3,3.71
27,15,0.21,-4.35,0.0175,4.51e-05,Moderately soluble,-5.54,0.00113,2.91e-06,Moderately soluble,-6.88,5.13e-05,1.32e-07,Poorly soluble,High,No,No,Yes,Yes,Yes,No,Yes,-6.25,0,0,0,0,0,0.55,0,0,1,3.19
25,6,0.53,-4.41,0.0159,3.85e-05,Moderately soluble,-5.95,0.000463,1.12e-06,Moderately soluble,-4.98,0.0043,1.04e-05,Moderately soluble,High,No,Yes,No,Yes,Yes,No,No,-6.15,0,0,0,0,0,0.55,0,2,3,3.99
34,23,0.21,-4.99,0.00485,1.01e-05,Moderately soluble,-5.33,0.00223,4.67e-06,Moderately soluble,-8.23,2.79e-06,5.85e-09,Poorly soluble,High,No,Yes,No,No,Yes,No,Yes,-6.93,0,0,0,0,0,0.55,0,0,1,3.91
26,6,0.71,-1.66,8.35,0.0219,Very soluble,-1.57,10.4,0.0272,Very soluble,-3.27,0.203,0.000533,Soluble,High,No,Yes,No,No,No,No,No,-8.98,0,0,0,0,0,0.55,0,0,1,4.11
29,12,0.35,-3.71,0.082,0.000194,Soluble,-4.35,0.0188,4.46e-05,Moderately soluble,-6.05,0.00038,8.99e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.07,0,0,0,0,0,0.55,0,0,2,2.93
29,12,0.5,-6.63,9.37e-05,2.37e-07,Poorly soluble,-8.09,3.22e-06,8.13e-09,Poorly soluble,-8.68,8.36e-07,2.11e-09,Poorly soluble,High,No,Yes,Yes,Yes,No,Yes,Yes,-3.58,1,1,0,1,1,0.55,0,0,3,2.78
19,12,0.08,-4.11,0.0247,7.82e-05,Moderately soluble,-4.06,0.0279,8.8e-05,Moderately soluble,-6.39,0.00013,4.11e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,Yes,-5.94,0,0,0,0,0,0.55,0,1,0,2.13
37,21,0.22,-4.65,0.0112,2.24e-05,Moderately soluble,-5.0,0.00496,9.94e-06,Moderately soluble,-6.84,7.12e-05,1.43e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.28,0,2,0,0,0,0.55,0,2,2,3.44
24,14,0.36,-5.21,0.00249,6.16e-06,Moderately soluble,-6.37,0.000172,4.24e-07,Poorly soluble,-5.82,0.000618,1.52e-06,Moderately soluble,High,No,No,Yes,Yes,Yes,No,No,-5.74,0,0,0,0,0,0.55,0,0,2,3.38
18,0,0.54,-1.29,12.9,0.0514,Very soluble,-1.31,12.2,0.0485,Very soluble,-0.21,155.0,0.618,Soluble,High,No,No,No,No,No,No,No,-7.58,0,1,0,0,0,0.55,0,2,0,3.39
25,17,0.19,-4.28,0.0197,5.2e-05,Moderately soluble,-5.02,0.00364,9.64e-06,Moderately soluble,-6.88,4.97e-05,1.32e-07,Poorly soluble,High,No,No,Yes,Yes,No,No,No,-6.43,0,0,0,0,0,0.56,0,0,1,3.44
23,12,0.44,-4.09,0.0269,8.09e-05,Moderately soluble,-4.63,0.00773,2.32e-05,Moderately soluble,-5.36,0.00144,4.33e-06,Moderately soluble,High,No,Yes,Yes,No,No,Yes,Yes,-6.0,0,0,0,0,0,0.55,0,0,0,2.63
23,21,0.0,-3.89,0.0391,0.000129,Soluble,-3.9,0.0384,0.000127,Soluble,-5.5,0.000968,3.19e-06,Moderately soluble,High,No,No,No,No,No,No,No,-6.32,0,0,0,0,0,0.55,0,0,0,2.78
19,9,0.54,-2.69,0.528,0.00203,Soluble,-2.91,0.322,0.00124,Soluble,-3.09,0.211,0.000811,Soluble,High,Yes,Yes,Yes,No,No,No,No,-6.59,0,0,0,0,0,0.55,0,0,0,2.83
24,20,0.12,-3.08,0.286,0.000838,Soluble,-2.36,1.5,0.0044,Soluble,-5.67,0.000727,2.13e-06,Moderately soluble,High,No,No,Yes,No,Yes,No,Yes,-7.6,0,0,0,0,0,0.55,0,0,0,2.89
19,11,0.33,-3.48,0.0862,0.000334,Soluble,-3.23,0.151,0.000585,Soluble,-5.01,0.00252,9.77e-06,Moderately soluble,High,Yes,Yes,No,Yes,No,No,No,-5.92,0,0,0,0,0,0.55,0,1,0,3.72
26,16,0.19,-3.79,0.0637,0.000163,Soluble,-4.92,0.00471,1.21e-05,Moderately soluble,-6.33,0.000182,4.67e-07,Poorly soluble,Low,No,No,No,No,No,No,Yes,-7.18,0,0,1,1,1,0.55,0,0,1,3.24
36,25,0.22,-4.28,0.025,5.22e-05,Moderately soluble,-3.76,0.0838,0.000175,Soluble,-7.95,5.36e-06,1.12e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.78,0,1,0,0,0,0.55,0,0,1,3.61
26,21,0.1,-6.37,0.000173,4.22e-07,Poorly soluble,-6.79,6.67e-05,1.63e-07,Poorly soluble,-7.76,7.05e-06,1.72e-08,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-4.74,0,0,0,0,1,0.55,0,0,2,3.31
27,16,0.27,-4.79,0.00622,1.63e-05,Moderately soluble,-4.96,0.0042,1.1e-05,Moderately soluble,-7.51,1.16e-05,3.05e-08,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.75,0,0,0,0,0,0.55,0,0,2,3.85
23,16,0.35,-4.96,0.00409,1.09e-05,Moderately soluble,-5.15,0.00264,7.03e-06,Moderately soluble,-6.74,6.77e-05,1.8e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.57,0,0,0,0,0,0.55,0,0,2,3.17
26,5,0.7,-2.88,0.479,0.00132,Soluble,-3.03,0.336,0.000924,Soluble,-4.72,0.00693,1.91e-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-7.05,0,0,0,0,0,0.55,0,0,2,3.32
32,11,0.45,-3.96,0.0513,0.000111,Soluble,-4.43,0.0173,3.73e-05,Moderately soluble,-6.05,0.000415,8.97e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.26,0,0,0,0,0,0.55,0,0,2,4.11
24,6,0.53,-3.23,0.248,0.000589,Soluble,-3.14,0.305,0.000724,Soluble,-4.21,0.0257,6.1e-05,Moderately soluble,High,No,Yes,Yes,Yes,No,No,No,-7.76,0,0,0,0,0,0.55,0,0,1,3.18
22,17,0.12,-3.58,0.079,0.000266,Soluble,-3.74,0.054,0.000182,Soluble,-4.43,0.0111,3.74e-05,Moderately soluble,High,No,Yes,Yes,No,No,Yes,No,-6.4,0,0,0,0,0,0.55,0,0,0,2.66
20,12,0.2,-5.74,0.000639,1.83e-06,Moderately soluble,-5.95,0.000391,1.12e-06,Moderately soluble,-7.84,5.07e-06,1.45e-08,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,No,-4.43,1,1,0,0,2,0.55,0,0,1,2.5
